gender,age,senior_citizen,dependents,number_of_dependents,married,city,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_value,churn_category,churn_reason
Male,39,No,Yes,1,Yes,Los Angeles,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,23.55,11.86,1173.35,0.0,0,569.28,1742.63,48,Yes,0,No,Offer B,No,0,3,5019,Stayed,66,0,Not Applicable,
Male,25,No,Yes,2,Yes,Sausalito,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),20.15,18.63,20.15,0.0,0,18.63,38.78,1,No,0,No,Offer E,Yes,7,3,3960,Joined,40,0,Not Applicable,
Female,72,Yes,No,0,Yes,Lodi,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),82.7,37.53,5831.2,0.0,0,2664.63,8495.83,71,Yes,24,Yes,Offer A,Yes,1,3,5089,Stayed,20,0,Not Applicable,
Female,20,No,No,0,Yes,Forest Falls,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,24.4,20.09,1417.9,0.0,0,1225.49,2643.39,61,Yes,0,No,Offer B,Yes,10,5,4900,Stayed,23,0,Not Applicable,
Male,65,Yes,No,0,No,O Neals,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),20.05,30.14,94.15,0.0,0,150.7,244.85,5,No,0,No,Offer E,No,0,5,2154,Stayed,31,0,Not Applicable,
Male,80,Yes,No,0,Yes,San Francisco,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,DSL,One Year,Yes,Bank transfer (automatic),59.9,0.0,2816.65,0.0,150,0.0,2966.65,46,No,15,No,No Offer,Yes,1,3,4011,Churned,80,1,Competitor,Competitor offered higher download speeds
Male,45,No,No,0,No,Clayton,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.2,11.25,20.2,0.0,0,11.25,31.45,1,No,0,No,Offer E,No,0,2,5418,Churned,91,1,Competitor,Competitor made better offer
Male,42,No,No,0,Yes,Tuolumne,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),110.85,19.02,5275.8,4.93,0,893.94,6164.81,47,Yes,17,Yes,Offer B,Yes,1,1,3344,Churned,90,1,Price,Price too high
Male,33,No,No,0,Yes,Miranda,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),99.5,10.76,5961.1,0.0,0,634.84,6595.94,59,Yes,5,Yes,Offer B,Yes,1,3,6098,Churned,76,1,Competitor,Competitor offered more data
Female,68,Yes,No,0,Yes,San Diego,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,81.0,47.28,371.65,40.64,10,236.4,577.41,5,Yes,11,No,Offer E,Yes,1,1,4287,Churned,91,1,Competitor,Competitor made better offer
Male,63,No,No,0,No,Gonzales,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),19.8,45.7,457.3,0.0,0,1188.2,1645.5,26,No,0,No,Offer C,No,0,3,5823,Stayed,77,0,Not Applicable,
Female,32,No,No,0,No,Pomona,Yes,Yes,Yes,Yes,No,No,Yes,No,No,DSL,Month-to-Month,No,Mailed check,65.1,11.56,2586.0,0.0,0,462.4,3048.4,40,No,26,Yes,No Offer,No,0,3,3885,Stayed,54,0,Not Applicable,
Female,64,No,Yes,2,No,Lompoc,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,60.0,43.48,60.0,0.0,10,43.48,113.48,1,No,16,No,Offer E,No,0,1,4531,Churned,93,1,Attitude,Attitude of service provider
Male,22,No,Yes,3,Yes,Goleta,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),20.25,49.83,174.7,0.0,0,348.81,523.51,7,No,0,No,Offer E,No,0,5,3149,Stayed,42,0,Not Applicable,
Female,24,No,No,0,Yes,Delano,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),103.25,6.36,5037.55,0.0,0,305.28,5342.83,48,Yes,47,Yes,Offer B,Yes,1,1,4736,Churned,71,1,Attitude,Attitude of service provider
Female,59,No,No,0,No,San Diego,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.9,36.63,19.9,0.0,0,36.63,56.53,1,No,0,No,Offer E,No,0,3,3351,Churned,92,1,Competitor,Competitor made better offer
Female,32,No,Yes,2,Yes,Angelus Oaks,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,29.6,0.0,346.45,27.24,0,0.0,319.21,11,No,17,Yes,No Offer,Yes,1,4,2793,Stayed,59,0,Not Applicable,
Male,28,No,Yes,3,No,Granada Hills,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),19.45,1.95,159.2,0.0,0,15.6,174.8,8,No,0,No,No Offer,No,0,5,4119,Stayed,20,0,Not Applicable,
Female,75,Yes,No,0,No,Butte City,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,99.55,47.39,3734.25,0.0,0,1800.82,5535.07,38,Yes,2,Yes,Offer C,No,0,1,3474,Churned,91,1,Dissatisfaction,Service dissatisfaction
Male,44,No,Yes,1,Yes,Orange,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.8,44.54,635.9,46.07,0,1514.36,2104.19,34,No,0,No,Offer C,Yes,1,3,4985,Stayed,64,0,Not Applicable,
Male,32,No,Yes,3,Yes,Clearlake,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.2,31.7,387.4,0.0,0,602.3,989.7,19,No,0,No,No Offer,Yes,3,3,4821,Stayed,60,0,Not Applicable,
Female,77,Yes,No,0,Yes,Santa Monica,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,113.65,35.39,7714.65,24.36,0,2477.3,10167.59,70,Yes,25,Yes,No Offer,Yes,7,4,6146,Stayed,46,0,Not Applicable,
Female,64,No,No,0,Yes,Calimesa,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,68.95,21.65,68.95,0.0,0,21.65,90.6,1,No,13,Yes,Offer E,Yes,1,2,5644,Churned,75,1,Dissatisfaction,Limited range of services
Male,27,No,No,0,No,Lockeford,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,79.9,43.06,324.3,0.0,0,172.24,496.54,4,No,46,Yes,Offer E,No,0,1,4669,Churned,77,1,Competitor,Competitor had better devices
Female,25,No,No,0,No,North Palm Springs,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),20.65,19.23,1020.75,19.32,0,980.73,1982.16,51,No,0,No,Offer B,No,0,3,4725,Stayed,70,0,Not Applicable,
Female,51,No,No,0,Yes,Maywood,Yes,Yes,Yes,No,No,No,Yes,No,No,DSL,One Year,Yes,Bank transfer (automatic),62.15,24.53,2215.45,0.0,0,858.55,3074.0,35,No,30,Yes,Offer C,Yes,1,4,5255,Stayed,39,0,Not Applicable,
Male,62,No,No,0,No,Sherman Oaks,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),89.9,31.97,2723.15,0.0,0,959.1,3682.25,30,Yes,2,Yes,No Offer,No,0,3,3233,Stayed,33,0,Not Applicable,
Female,54,No,No,0,Yes,Ducor,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.25,9.88,743.75,0.0,0,79.04,822.79,8,Yes,4,No,Offer E,Yes,4,3,4969,Stayed,76,0,Not Applicable,
Female,55,No,No,0,Yes,Wishon,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,25.15,0.0,99.95,0.0,0,0.0,99.95,4,No,29,Yes,No Offer,Yes,1,4,3891,Stayed,31,0,Not Applicable,
Female,25,No,No,0,No,Lynwood,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Mailed check,19.3,45.42,185.2,0.0,0,454.2,639.4,10,No,0,No,Offer D,No,0,4,4190,Stayed,38,0,Not Applicable,
Male,22,No,Yes,2,Yes,Aliso Viejo,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),104.9,41.18,7537.5,0.0,0,2964.96,10502.46,72,Yes,52,Yes,No Offer,Yes,9,3,4927,Stayed,35,0,Not Applicable,
Male,72,Yes,No,0,No,Los Angeles,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,44.7,41.43,93.7,0.0,0,82.86,176.56,2,No,20,Yes,Offer E,No,0,1,4618,Churned,91,1,Competitor,Competitor offered more data
Female,51,No,No,0,No,Long Beach,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.15,33.44,1676.95,0.0,0,769.12,2446.07,23,Yes,11,Yes,Offer D,No,0,1,5216,Churned,68,1,Competitor,Competitor had better devices
Male,38,No,Yes,1,Yes,Los Angeles,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),103.4,36.21,5236.4,0.0,0,1810.5,7046.9,50,No,22,Yes,No Offer,Yes,2,5,5437,Stayed,68,0,Not Applicable,
Female,43,No,Yes,2,Yes,Temecula,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.85,16.84,1326.35,0.0,0,1195.64,2521.99,71,No,0,No,No Offer,Yes,2,4,6342,Stayed,54,0,Not Applicable,
Female,46,No,No,0,No,Clovis,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),81.0,49.5,818.05,0.0,0,495.0,1313.05,10,Yes,19,Yes,Offer D,No,0,2,2946,Churned,95,1,Attitude,Attitude of support person
Female,21,No,No,0,No,Silverado,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,100.2,11.73,2983.8,0.0,0,351.9,3335.7,30,Yes,82,Yes,Offer C,No,0,1,3598,Churned,90,1,Dissatisfaction,Service dissatisfaction
Male,29,No,No,0,Yes,Farmersville,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),80.15,26.03,2265.25,0.0,0,754.87,3020.12,29,Yes,47,Yes,Offer C,Yes,1,3,5189,Churned,83,1,Attitude,Attitude of support person
Female,69,Yes,No,0,No,Desert Hot Springs,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.15,11.82,1520.9,0.0,0,236.4,1757.3,20,Yes,5,Yes,No Offer,No,0,1,4997,Churned,95,1,Attitude,Attitude of support person
Male,32,No,No,0,No,Avery,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,25.15,0.0,476.8,0.0,0,0.0,476.8,18,No,8,Yes,No Offer,No,0,3,2675,Stayed,31,0,Not Applicable,
Female,25,No,Yes,3,Yes,Calipatria,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,89.6,48.49,2901.8,0.0,0,1551.68,4453.48,32,Yes,82,Yes,No Offer,Yes,6,4,4444,Stayed,54,0,Not Applicable,
Female,25,No,Yes,2,Yes,Little River,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),20.1,22.05,1326.25,0.0,0,1587.6,2913.85,72,No,0,No,No Offer,Yes,6,4,4603,Stayed,41,0,Not Applicable,
Male,38,No,No,0,Yes,Los Angeles,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),103.75,16.5,7346.2,0.0,130,1188.0,8664.2,72,Yes,22,No,No Offer,Yes,8,4,4655,Stayed,45,0,Not Applicable,
Female,60,No,No,0,No,Sacramento,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.45,21.88,1058.6,0.0,0,284.44,1343.04,13,Yes,4,Yes,No Offer,No,0,2,5801,Churned,74,1,Price,Long distance charges
Male,75,Yes,No,0,No,Berkeley,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,100.6,40.45,819.4,0.0,0,323.6,1143.0,8,Yes,29,Yes,Offer E,No,0,1,5906,Churned,90,1,Attitude,Attitude of support person
Male,64,No,No,0,No,Fresno,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,84.8,8.31,2043.45,0.0,0,207.75,2251.2,25,Yes,22,Yes,Offer C,No,0,1,4203,Churned,70,1,Price,Extra data charges
Female,77,Yes,No,0,No,San Francisco,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,One Year,No,Electronic check,81.7,23.43,1820.9,29.88,0,515.46,2306.48,22,No,22,Yes,No Offer,No,0,4,5602,Stayed,34,0,Not Applicable,
Male,49,No,No,0,Yes,San Jose,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Electronic check,20.25,45.75,835.5,0.0,0,1921.5,2757.0,42,No,0,No,No Offer,Yes,10,5,5940,Stayed,61,0,Not Applicable,
Female,59,No,No,0,No,Mccloud,No,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,One Year,No,Credit card (automatic),43.7,0.0,2696.55,0.0,0,0.0,2696.55,61,No,8,Yes,Offer B,No,0,4,4051,Stayed,50,0,Not Applicable,
Male,23,No,Yes,2,No,Mountain View,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Mailed check,72.1,10.11,2495.15,0.0,0,353.85,2849.0,35,No,73,Yes,No Offer,No,0,4,5510,Stayed,45,0,Not Applicable,
Female,50,No,No,0,No,O Neals,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Credit card (automatic),74.8,18.57,2971.7,0.0,0,742.8,3714.5,40,No,15,Yes,Offer B,No,0,3,3258,Stayed,52,0,Not Applicable,
Male,66,Yes,No,0,Yes,Moss Landing,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,86.05,38.78,86.05,0.0,0,38.78,124.83,1,Yes,23,Yes,No Offer,No,0,1,4843,Churned,96,1,Competitor,Competitor had better devices
Female,28,No,Yes,3,Yes,Los Angeles,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Bank transfer (automatic),83.3,24.48,6042.7,0.0,80,1762.56,7885.26,72,Yes,69,No,No Offer,Yes,3,3,4505,Stayed,61,0,Not Applicable,
Female,70,Yes,Yes,2,Yes,Shasta,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Credit card (automatic),110.6,44.38,7210.85,0.0,0,2929.08,10139.93,66,Yes,28,Yes,No Offer,Yes,1,4,5418,Stayed,67,0,Not Applicable,
Male,45,No,No,0,No,Glendale,Yes,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,51.8,3.94,1023.85,0.0,0,78.8,1102.65,20,No,18,Yes,Offer D,No,0,4,2764,Stayed,24,0,Not Applicable,
Female,30,No,Yes,2,Yes,Inglewood,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),79.95,49.85,1267.95,0.0,0,797.6,2065.55,16,Yes,69,Yes,Offer D,Yes,1,4,3855,Stayed,65,0,Not Applicable,
Female,57,No,No,0,No,Los Angeles,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Bank transfer (automatic),96.05,6.18,4399.5,0.0,80,284.28,4763.78,46,Yes,8,No,No Offer,No,0,2,2712,Churned,77,1,Price,Extra data charges
Female,80,Yes,No,0,Yes,Penngrove,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,112.4,15.23,8046.85,0.0,0,1096.56,9143.41,72,Yes,2,Yes,Offer A,Yes,5,3,6144,Stayed,37,0,Not Applicable,
Male,62,No,Yes,2,No,Korbel,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit card (automatic),24.1,14.48,439.2,0.0,0,275.12,714.32,19,Yes,0,No,Offer D,No,0,4,2378,Stayed,35,0,Not Applicable,
Male,43,No,No,0,Yes,Mountain Ranch,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),94.65,40.49,2649.15,0.0,0,1174.21,3823.36,29,No,15,Yes,No Offer,Yes,1,1,5150,Churned,70,1,Other,Don't know
Male,65,Yes,No,0,Yes,Parker Dam,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),103.15,16.65,6792.45,0.0,0,1082.25,7874.7,65,Yes,5,Yes,No Offer,Yes,1,3,6441,Stayed,51,0,Not Applicable,
Male,66,Yes,No,0,Yes,Coulterville,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),83.85,44.9,5588.8,0.0,0,3008.3,8597.1,67,Yes,20,Yes,No Offer,Yes,10,3,5261,Stayed,49,0,Not Applicable,
Male,59,No,No,0,No,Ceres,Yes,Yes,No,No,No,Yes,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),49.8,3.93,1971.15,0.0,0,153.27,2124.42,39,No,15,Yes,Offer C,No,0,4,2202,Stayed,51,0,Not Applicable,
Female,56,No,No,0,Yes,Los Angeles,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.0,39.98,1849.2,0.0,0,2878.56,4727.76,72,Yes,0,No,No Offer,Yes,7,4,6126,Stayed,35,0,Not Applicable,
Female,54,No,No,0,No,Torrance,No,Yes,Yes,No,Yes,Yes,No,No,No,Cable,Two Year,No,Mailed check,41.9,0.0,1875.25,0.0,0,0.0,1875.25,47,No,23,Yes,Offer B,No,0,3,2540,Stayed,45,0,Not Applicable,
Female,35,No,No,0,Yes,Oakley,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),100.15,36.62,6643.5,0.0,0,2380.3,9023.8,65,Yes,6,Yes,Offer B,Yes,8,4,4915,Stayed,72,0,Not Applicable,
Female,67,Yes,No,0,No,Sierra Madre,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Two Year,No,Electronic check,104.75,27.64,5841.35,36.52,0,1547.84,7352.67,56,Yes,7,Yes,No Offer,No,0,3,5128,Stayed,35,0,Not Applicable,
Female,65,Yes,No,0,No,San Francisco,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,86.0,28.82,86.0,0.0,0,28.82,114.82,1,No,22,Yes,Offer E,No,0,1,5359,Churned,82,1,Competitor,Competitor made better offer
Female,80,Yes,Yes,1,Yes,Whittier,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,76.5,6.33,2868.15,0.0,0,234.21,3102.36,37,Yes,14,Yes,Offer C,Yes,1,2,2793,Churned,67,1,Price,Extra data charges
Female,30,No,No,0,No,Modesto,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),44.9,41.78,44.9,0.0,0,41.78,86.68,1,No,59,Yes,Offer E,No,0,2,2632,Churned,76,1,Dissatisfaction,Lack of self-service on Website
Female,77,Yes,No,0,No,Chula Vista,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Electronic check,89.35,8.06,567.8,0.0,0,48.36,616.16,6,No,19,Yes,Offer E,No,0,3,2578,Stayed,75,0,Not Applicable,
Female,80,Yes,No,0,No,Fremont,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,DSL,Two Year,No,Bank transfer (automatic),73.25,37.3,4054.2,17.16,0,2088.8,6125.84,56,Yes,8,Yes,No Offer,No,0,3,4011,Stayed,26,0,Not Applicable,
Male,56,No,Yes,1,Yes,Oxnard,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,85.05,14.41,3355.65,38.15,0,576.4,3893.9,40,No,22,Yes,No Offer,Yes,5,4,5904,Stayed,50,0,Not Applicable,
Male,33,No,No,0,Yes,Oakland,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,89.15,15.74,413.25,0.0,0,78.7,491.95,5,Yes,28,Yes,Offer E,Yes,8,3,2576,Stayed,27,0,Not Applicable,
Male,25,No,No,0,No,Miramonte,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),104.0,12.19,7250.15,0.0,0,853.3,8103.45,70,Yes,42,Yes,Offer A,No,0,1,4544,Churned,80,1,Attitude,Attitude of service provider
Female,74,Yes,No,0,No,Los Angeles,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Two Year,No,Electronic check,73.85,46.65,196.4,0.0,0,139.95,336.35,3,No,25,Yes,No Offer,No,0,4,2868,Joined,74,0,Not Applicable,
Male,49,No,Yes,4,Yes,Torrance,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Two Year,No,Mailed check,59.5,42.55,130.5,0.0,0,85.1,215.6,2,No,53,Yes,Offer E,Yes,8,4,5613,Joined,61,0,Not Applicable,
Female,31,No,No,0,No,Los Angeles,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,44.1,4.41,44.1,0.0,0,4.41,48.51,1,No,30,Yes,Offer E,No,0,3,5955,Churned,70,1,Competitor,Competitor made better offer
Female,58,No,No,0,Yes,Vacaville,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Credit card (automatic),55.5,0.0,3166.9,0.0,0,0.0,3166.9,58,No,11,Yes,Offer B,Yes,1,3,4080,Stayed,69,0,Not Applicable,
Male,34,No,No,0,No,Ripon,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),73.75,30.06,956.65,0.0,0,390.78,1347.43,13,No,5,Yes,No Offer,No,0,3,2070,Stayed,78,0,Not Applicable,
Male,27,No,No,0,No,San Jose,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,20.0,39.39,185.4,0.0,0,393.9,579.3,10,No,0,No,No Offer,No,0,3,2706,Stayed,63,0,Not Applicable,
Male,77,Yes,Yes,2,Yes,Durham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Electronic check,116.25,3.27,7862.25,0.0,0,215.82,8078.07,66,Yes,10,Yes,No Offer,No,0,3,4578,Stayed,31,0,Not Applicable,
Male,37,No,No,0,Yes,San Rafael,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,80.9,46.18,4557.5,0.0,0,2586.08,7143.58,56,No,24,Yes,No Offer,Yes,3,5,5344,Stayed,56,0,Not Applicable,
Female,70,Yes,No,0,No,Selma,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.65,31.13,69.65,0.0,0,31.13,100.78,1,No,5,Yes,No Offer,No,0,3,4741,Churned,82,1,Attitude,Attitude of service provider
Female,44,No,No,0,Yes,Desert Hot Springs,No,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),47.6,0.0,3377.8,0.0,0,0.0,3377.8,71,No,16,Yes,Offer A,Yes,1,3,4795,Stayed,22,0,Not Applicable,
Male,22,No,No,0,No,Lancaster,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,One Year,Yes,Bank transfer (automatic),64.65,48.32,3665.55,0.0,0,2705.92,6371.47,56,Yes,59,Yes,Offer B,No,0,3,4656,Stayed,70,0,Not Applicable,
Male,64,No,No,0,No,Sunol,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.35,32.49,2238.5,0.0,0,779.76,3018.26,24,No,23,Yes,No Offer,No,0,1,5546,Churned,67,1,Competitor,Competitor had better devices
Male,30,No,No,0,No,Elk,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.0,46.77,20.0,0.0,0,46.77,66.77,1,No,0,No,No Offer,No,0,2,3657,Churned,83,1,Attitude,Attitude of service provider
Female,41,No,Yes,3,Yes,Morongo Valley,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),75.75,16.16,4264.25,0.0,0,888.8,5153.05,55,Yes,29,Yes,Offer B,Yes,7,3,4489,Stayed,51,0,Not Applicable,
Male,59,No,Yes,1,Yes,Oakland,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.7,32.02,828.85,0.0,0,1344.84,2173.69,42,No,0,No,Offer B,Yes,10,5,5320,Stayed,76,0,Not Applicable,
Female,33,No,Yes,3,Yes,Buena Park,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,92.15,17.75,3875.4,0.0,0,745.5,4620.9,42,No,53,Yes,No Offer,Yes,10,5,5697,Stayed,33,0,Not Applicable,
Male,64,No,No,0,No,Taylorsville,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),19.6,8.54,300.4,0.0,0,119.56,419.96,14,No,0,No,Offer D,No,0,4,2847,Stayed,40,0,Not Applicable,
Male,73,Yes,Yes,3,Yes,Oxnard,No,Yes,No,No,No,No,No,Yes,No,Cable,One Year,Yes,Bank transfer (automatic),34.55,0.0,362.6,0.0,0,0.0,362.6,10,No,53,Yes,No Offer,Yes,1,4,5248,Stayed,55,0,Not Applicable,
Female,30,No,Yes,3,Yes,Deer Park,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.25,25.98,555.4,0.0,0,571.56,1126.96,22,Yes,0,No,Offer D,Yes,9,3,4386,Stayed,75,0,Not Applicable,
Male,37,No,No,0,Yes,Bodega Bay,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),69.75,5.99,2347.9,19.67,0,191.68,2519.91,32,No,5,Yes,No Offer,Yes,1,2,2356,Churned,96,1,Other,Don't know
Male,39,No,No,0,Yes,Valley Springs,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),20.45,36.39,790.0,0.0,0,1419.21,2209.21,39,No,0,No,Offer C,Yes,10,5,2165,Stayed,80,0,Not Applicable,
Female,80,Yes,No,0,No,Occidental,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),101.3,36.89,5779.6,0.0,0,2102.73,7882.33,57,Yes,17,Yes,Offer B,No,0,4,4421,Stayed,48,0,Not Applicable,
