gender,age,senior_citizen,dependents,number_of_dependents,city,phone_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,number_of_referrals,satisfaction_score,cltv,churn_score,churn_value
Male,77,Yes,No,0,Los Angeles,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Electronic check,108.45,21.79,66,Yes,9,Yes,No Offer,3,5,4582,74,0
Female,61,No,Yes,1,Redding,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,No,Electronic check,50.3,44.64,4,No,21,Yes,No Offer,8,3,3147,73,0
Female,50,No,Yes,3,West Sacramento,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),80.05,49.18,50,Yes,76,Yes,Offer B,6,3,5823,26,0
Female,58,No,No,0,Belmont,No,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,50.8,0.0,60,No,5,Yes,Offer B,0,2,4941,67,1
Male,47,No,No,0,Freedom,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),104.65,25.95,64,Yes,23,Yes,No Offer,0,4,6443,80,0
Female,64,No,No,0,Woodbridge,Yes,No,No,No,No,No,No,No,No,Two Year,No,Electronic check,24.45,41.23,59,Yes,0,No,Offer B,0,4,6196,26,0
Male,55,No,No,0,Tupman,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),83.4,45.92,51,Yes,12,No,Offer B,0,5,4191,65,0
Female,37,No,No,0,Challenge,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,45.3,26.41,1,No,26,Yes,No Offer,0,1,2293,86,1
Female,54,No,No,0,San Jose,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,One Year,No,Mailed check,64.9,37.45,10,No,5,Yes,Offer D,0,3,4883,62,0
Female,25,No,Yes,3,Canyon Dam,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),55.35,20.23,17,No,69,Yes,No Offer,1,4,5465,57,0
Female,46,No,No,0,Yorba Linda,No,No,No,Yes,No,Yes,No,No,Cable,Month-to-Month,Yes,Electronic check,39.05,0.0,18,No,30,Yes,No Offer,1,3,2601,66,1
Male,50,No,No,0,Corona,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,20.65,1.47,1,No,0,No,Offer E,0,5,2729,56,0
Female,39,No,No,0,Huntington Beach,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),109.45,27.99,58,Yes,24,Yes,Offer B,1,1,6424,89,1
Female,32,No,No,0,Beverly Hills,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Mailed check,100.05,45.75,59,No,11,Yes,Offer B,10,3,4521,70,0
Female,36,No,No,0,Santa Fe Springs,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,91.15,46.78,2,No,12,No,No Offer,0,3,2686,52,0
Female,45,No,No,0,Platina,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),56.35,30.18,24,No,4,Yes,No Offer,0,4,5128,42,0
Female,21,No,No,0,San Francisco,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.65,45.9,47,No,0,No,Offer B,1,5,4159,28,0
Female,33,No,No,0,Sausalito,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),91.5,31.61,3,Yes,20,No,No Offer,1,3,5646,76,1
Female,28,No,No,0,Lakeport,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Two Year,No,Mailed check,56.8,2.36,55,No,69,Yes,No Offer,5,4,4702,33,0
Male,77,Yes,No,0,Santa Barbara,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),110.75,14.52,43,Yes,5,Yes,Offer B,1,2,2728,65,1
Female,49,No,Yes,1,Los Osos,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,45.95,46.17,1,No,19,Yes,Offer E,0,1,4563,82,1
Male,30,No,No,0,San Francisco,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,73.5,38.88,11,No,30,Yes,No Offer,0,1,4509,75,1
Female,61,No,No,0,Carlsbad,No,Yes,No,Yes,No,Yes,Yes,Yes,Cable,Two Year,No,Electronic check,53.6,0.0,60,No,4,Yes,No Offer,0,3,4173,39,0
Male,20,No,Yes,3,Chula Vista,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),67.2,0.0,72,No,71,Yes,No Offer,0,3,5592,25,0
Female,55,No,Yes,1,Long Beach,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),25.6,20.98,69,Yes,0,No,No Offer,5,4,6053,60,0
Male,73,Yes,No,0,Tahoe City,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,84.3,36.75,29,Yes,12,Yes,Offer C,7,3,2217,67,0
Female,22,No,Yes,1,Pioneer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),89.9,37.57,71,Yes,85,No,Offer A,9,5,5835,54,0
Female,22,No,No,0,Grand Terrace,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),105.1,39.25,48,Yes,51,Yes,Offer B,4,3,3109,42,0
Male,50,No,No,0,San Jose,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),95.0,5.99,36,Yes,6,Yes,No Offer,3,5,3057,64,0
Male,70,Yes,No,0,Sacramento,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,70.1,34.99,2,No,24,Yes,Offer E,9,4,5592,74,0
Female,40,No,No,0,King City,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,One Year,No,Bank transfer (automatic),75.7,9.47,50,Yes,28,Yes,Offer B,5,5,6144,75,0
Female,53,No,No,0,Beverly Hills,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,75.3,38.99,3,No,20,Yes,Offer E,0,3,5387,35,0
Male,59,No,No,0,Crestline,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.45,34.57,31,No,0,No,No Offer,0,3,2598,35,0
Male,48,No,No,0,Big Creek,No,Yes,Yes,No,Yes,No,No,No,DSL,One Year,Yes,Bank transfer (automatic),40.6,0.0,63,No,28,Yes,Offer B,0,3,6406,80,0
Male,41,No,Yes,1,Alhambra,No,No,No,Yes,Yes,No,Yes,Yes,DSL,Two Year,No,Credit card (automatic),46.0,0.0,54,No,19,No,Offer B,0,4,4451,71,0
Female,62,No,No,0,Mcarthur,Yes,Yes,No,No,No,Yes,No,No,DSL,One Year,No,Bank transfer (automatic),65.2,39.72,56,Yes,11,Yes,Offer B,1,3,4775,26,0
Female,64,No,No,0,Van Nuys,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),86.45,21.08,43,Yes,14,Yes,No Offer,6,4,3110,53,0
Male,27,No,No,0,Los Angeles,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,105.5,10.4,25,No,48,Yes,No Offer,0,3,5822,75,0
Male,73,Yes,No,0,San Francisco,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Mailed check,105.95,46.34,25,Yes,22,Yes,Offer C,0,2,4283,91,1
Female,22,No,No,0,San Diego,Yes,Yes,Yes,Yes,No,Yes,No,No,Cable,Two Year,Yes,Credit card (automatic),72.0,6.41,62,No,59,Yes,Offer B,1,4,6489,48,0
Male,62,No,Yes,3,Upper Lake,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),90.4,11.74,49,No,20,Yes,Offer B,10,3,5804,72,0
Male,34,No,No,0,Somerset,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,45.8,13.62,1,No,21,Yes,No Offer,0,5,2614,30,0
Male,47,No,No,0,Olema,No,Yes,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,29.35,0.0,8,No,8,No,Offer E,0,4,5369,59,0
Female,34,No,No,0,Twain,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.8,11.08,1,No,13,Yes,No Offer,1,3,2123,96,1
Male,75,Yes,No,0,Cantua Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Mailed check,114.5,5.6,72,Yes,19,Yes,Offer A,4,3,6051,47,0
Female,37,No,Yes,1,Corning,Yes,Yes,No,No,No,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),50.65,25.32,63,No,11,Yes,Offer B,6,3,4847,36,0
Male,44,No,No,0,Spring Valley,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),89.4,35.32,54,Yes,15,Yes,Offer B,0,5,5871,56,0
Female,22,No,No,0,Templeton,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,103.7,41.61,33,Yes,73,Yes,Offer C,1,2,4461,76,1
Male,39,No,No,0,Gardena,Yes,No,Yes,No,Yes,Yes,No,No,Cable,Month-to-Month,Yes,Electronic check,71.05,6.4,31,Yes,24,Yes,No Offer,0,4,4443,37,0
Male,51,No,No,0,San Diego,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,98.55,27.57,10,Yes,13,Yes,Offer D,0,1,3658,93,1
Female,52,No,No,0,Oakland,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),109.15,40.47,59,Yes,4,Yes,Offer B,7,4,5186,67,0
Female,46,No,Yes,1,Boron,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),93.0,42.1,9,No,16,Yes,No Offer,0,3,2267,40,0
Female,76,Yes,No,0,San Diego,No,No,No,No,Yes,No,No,No,Cable,Month-to-Month,Yes,Electronic check,29.65,0.0,10,No,20,No,No Offer,0,2,5702,89,1
Male,62,No,No,0,Stratford,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,19.95,17.61,1,No,0,No,No Offer,0,2,2051,83,1
Male,55,No,No,0,Fairfield,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.95,34.86,4,No,0,No,No Offer,0,5,3172,64,0
Male,68,Yes,No,0,Los Angeles,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Two Year,No,Electronic check,94.75,46.96,38,Yes,13,Yes,No Offer,0,3,3654,71,0
Female,44,No,No,0,San Francisco,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),75.1,38.02,16,No,25,Yes,No Offer,0,5,5176,59,0
Male,32,No,No,0,Hacienda Heights,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.95,15.32,67,No,0,No,Offer A,0,5,6212,80,0
Female,49,No,No,0,Piru,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.7,15.87,20,No,0,No,No Offer,0,5,4404,76,0
Female,23,No,No,0,Olivehurst,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable,Two Year,Yes,Mailed check,74.35,18.03,64,No,42,Yes,No Offer,2,3,4781,80,0
Male,35,No,No,0,Helendale,Yes,No,Yes,Yes,Yes,Yes,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),92.9,27.34,28,No,16,Yes,No Offer,1,3,2037,51,0
Female,35,No,Yes,1,Long Beach,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),95.15,34.53,71,Yes,19,No,Offer A,3,3,5647,41,0
Female,48,No,No,0,San Francisco,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,104.55,36.31,21,No,27,Yes,No Offer,0,4,3471,20,0
Male,65,Yes,No,0,Hamilton City,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,94.85,37.78,3,Yes,28,Yes,Offer E,0,4,4496,40,0
Male,27,No,Yes,3,Tustin,Yes,Yes,No,Yes,No,Yes,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),98.05,36.49,31,Yes,59,Yes,Offer C,3,4,4524,80,0
Male,57,No,No,0,Placerville,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,55.05,27.41,37,Yes,10,Yes,No Offer,6,5,3839,26,0
Male,51,No,Yes,3,Danville,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,110.2,18.47,68,Yes,75,Yes,No Offer,1,3,4108,37,0
Female,26,No,No,0,Palm Springs,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,85.35,23.54,34,Yes,76,No,No Offer,0,5,3818,78,0
Female,30,No,No,0,Bodfish,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Cable,Month-to-Month,No,Mailed check,58.5,0.0,9,No,48,Yes,Offer E,0,1,3032,95,1
Female,33,No,Yes,1,San Diego,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,49.9,41.41,28,Yes,30,Yes,Offer C,6,5,5250,74,0
Female,44,No,Yes,3,San Simeon,No,No,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,29.65,0.0,3,No,53,Yes,No Offer,0,3,5880,69,0
Female,32,No,Yes,1,Fields Landing,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.9,2.52,11,No,0,No,Offer D,3,5,5359,63,0
Female,37,No,No,0,Moreno Valley,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.8,24.31,2,No,16,Yes,Offer E,0,1,5270,91,1
Male,27,No,No,0,San Diego,Yes,No,No,No,No,No,No,No,Cable,One Year,No,Mailed check,44.6,13.02,17,No,73,Yes,No Offer,0,4,2130,67,0
Male,38,No,Yes,2,Alamo,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),106.35,42.9,69,No,24,Yes,No Offer,1,4,6315,58,0
Male,23,No,No,0,Lynwood,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic,Two Year,No,Mailed check,94.3,13.13,37,Yes,58,Yes,Offer C,8,3,2615,49,0
Male,73,Yes,No,0,Oakland,No,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),25.2,0.0,4,No,19,Yes,Offer E,0,3,4694,72,1
Male,64,No,No,0,San Diego,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),90.85,8.56,1,Yes,24,Yes,Offer E,0,3,3424,81,1
Female,50,No,No,0,Yucaipa,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),108.5,38.44,72,Yes,16,Yes,Offer A,2,4,6288,56,0
Male,26,No,Yes,3,Essex,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.75,22.14,8,No,82,Yes,No Offer,4,5,5505,44,0
Female,19,No,No,0,Atherton,No,Yes,No,No,Yes,No,No,No,Cable,One Year,Yes,Credit card (automatic),35.8,0.0,49,No,82,Yes,No Offer,1,4,4865,69,0
Male,27,No,No,0,Rancho Cucamonga,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),19.85,47.65,27,No,0,No,No Offer,0,4,2176,58,0
Male,22,No,No,0,Orange,Yes,No,No,No,Yes,No,Yes,Yes,Cable,Month-to-Month,No,Mailed check,65.55,13.31,4,Yes,59,Yes,No Offer,0,4,5707,46,0
Male,28,No,No,0,Piercy,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),108.95,21.26,72,Yes,53,Yes,No Offer,0,4,5758,21,0
Male,38,No,No,0,Dos Palos,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,Month-to-Month,Yes,Mailed check,64.2,4.41,2,No,26,No,Offer E,2,4,4369,56,0
Male,47,No,No,0,Orange,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.95,31.45,2,No,0,No,No Offer,0,4,3488,61,0
Male,37,No,Yes,2,San Jacinto,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,105.4,38.98,67,Yes,16,Yes,Offer A,0,5,5666,45,0
Female,27,No,No,0,Live Oak,Yes,No,Yes,No,Yes,Yes,No,No,Cable,Month-to-Month,No,Mailed check,66.25,24.81,9,No,69,No,No Offer,0,3,5515,67,1
Female,48,No,No,0,Hamilton City,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,46.0,15.07,4,No,16,Yes,No Offer,0,1,5246,90,1
Male,56,No,No,0,Fallbrook,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,78.85,30.35,22,Yes,10,No,Offer D,0,5,2444,75,0
Female,64,No,No,0,San Francisco,Yes,No,Yes,No,No,No,No,No,Fiber Optic,One Year,No,Electronic check,75.15,41.26,48,No,23,Yes,No Offer,0,4,3345,75,0
Female,34,No,No,0,San Diego,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,20.55,44.69,47,No,0,No,No Offer,0,4,5404,53,0
Female,49,No,No,0,Sloughhouse,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Two Year,No,Bank transfer (automatic),66.9,44.4,66,Yes,11,No,Offer A,5,4,5546,61,0
Female,28,No,Yes,3,Redding,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),20.3,10.23,37,No,0,No,No Offer,0,3,4186,43,0
Male,71,Yes,No,0,Gardena,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,95.1,4.89,1,Yes,11,Yes,No Offer,1,1,5795,70,1
Male,80,Yes,Yes,2,Lucerne,No,Yes,No,No,No,No,Yes,No,Cable,Month-to-Month,No,Mailed check,40.05,0.0,22,No,18,Yes,No Offer,5,1,2061,75,1
Female,59,No,Yes,3,Rescue,Yes,Yes,Yes,Yes,No,No,No,No,Cable,Two Year,Yes,Credit card (automatic),61.3,18.99,56,No,53,Yes,No Offer,7,3,4173,72,0
Female,30,No,No,0,El Cerrito,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),112.75,35.24,72,Yes,42,Yes,Offer A,0,4,4927,60,0
Male,32,No,No,0,Frazier Park,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),95.1,45.69,10,No,11,Yes,Offer D,0,3,5787,33,0
Male,24,No,No,0,Escondido,Yes,Yes,No,Yes,Yes,Yes,No,Yes,DSL,Month-to-Month,Yes,Mailed check,69.5,34.43,9,No,51,Yes,No Offer,0,3,3628,72,0
Female,31,No,No,0,San Francisco,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),19.25,37.81,35,No,0,No,No Offer,0,5,4988,67,0
Male,75,Yes,No,0,Marina,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),69.5,41.2,1,No,15,No,No Offer,0,2,3273,77,1
Male,73,Yes,No,0,Middletown,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),74.0,35.16,54,Yes,5,Yes,No Offer,10,5,4991,30,0
Female,68,Yes,No,0,Brea,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.7,45.81,1,Yes,21,Yes,No Offer,0,1,4880,66,1
Male,52,No,No,0,Bieber,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),104.75,48.75,63,Yes,21,Yes,Offer B,0,5,5882,30,0
Female,72,Yes,No,0,Lakehead,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,96.75,34.58,53,No,28,Yes,Offer B,0,4,4766,58,0
Female,39,No,No,0,Caliente,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.7,9.05,1,No,21,Yes,Offer E,0,3,4884,93,1
Male,43,No,Yes,2,Paso Robles,Yes,Yes,Yes,No,Yes,No,No,No,Cable,One Year,No,Mailed check,60.05,6.53,67,No,19,Yes,No Offer,1,4,6148,21,0
Female,56,No,No,0,Taylorsville,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),83.3,13.41,71,Yes,18,Yes,No Offer,9,4,4264,24,0
Female,21,No,Yes,3,Edwards,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),94.45,6.37,42,Yes,69,No,Offer B,5,3,5643,63,0
Female,39,No,Yes,2,Laguna Niguel,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.25,39.59,12,Yes,0,No,No Offer,4,3,2646,49,0
Male,66,Yes,No,0,Kingsburg,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,90.65,46.62,57,No,4,Yes,No Offer,10,4,5636,23,0
Male,50,No,Yes,3,Fremont,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,89.7,1.53,35,No,57,Yes,Offer C,5,4,2775,44,0
Male,64,No,Yes,2,Esparto,No,Yes,No,No,Yes,No,No,No,Cable,One Year,No,Credit card (automatic),34.05,0.0,33,No,12,Yes,No Offer,0,3,3044,73,0
Male,60,No,Yes,1,Salton City,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),24.8,16.48,62,Yes,0,No,No Offer,1,5,5105,53,0
Male,53,No,No,0,Winnetka,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),74.3,17.3,25,No,26,Yes,Offer C,0,4,4815,64,0
Female,56,No,No,0,Monte Rio,Yes,No,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),85.9,42.26,26,No,2,Yes,No Offer,1,4,4038,67,0
Female,56,No,Yes,2,Crockett,No,No,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),30.1,0.0,39,No,24,No,No Offer,0,3,3106,72,1
Female,55,No,No,0,Macdoel,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,One Year,No,Electronic check,64.35,45.56,34,No,7,Yes,No Offer,0,3,3445,48,0
Female,32,No,Yes,2,La Crescenta,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Mailed check,87.2,33.07,49,No,23,Yes,No Offer,4,3,4567,68,0
Male,50,No,No,0,Glendale,No,No,No,Yes,No,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,39.65,0.0,19,No,21,Yes,No Offer,0,1,2933,78,1
Male,64,No,No,0,Valencia,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),55.5,33.68,17,No,14,Yes,No Offer,0,4,3190,38,0
Male,56,No,No,0,Orange,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,80.6,49.21,53,No,29,No,Offer B,0,4,6113,73,0
Male,32,No,Yes,2,La Habra,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,48.75,26.26,1,No,22,Yes,No Offer,10,4,5068,58,0
Male,41,No,No,0,Lakeshore,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,Two Year,No,Mailed check,67.95,24.93,70,No,15,Yes,Offer A,7,3,5514,27,0
Female,47,No,No,0,Challenge,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),55.05,42.55,2,No,30,Yes,Offer E,0,1,5855,81,1
Male,26,No,No,0,Richmond,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,91.0,45.24,28,No,59,Yes,No Offer,0,3,2448,66,0
Male,44,No,No,0,Fresno,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.3,21.66,27,No,0,No,No Offer,0,5,3159,71,0
Male,22,No,Yes,1,Five Points,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),90.8,23.7,72,Yes,59,No,Offer A,1,3,6188,30,0
Female,20,No,Yes,2,San Juan Bautista,No,No,No,No,No,No,No,Yes,DSL,Month-to-Month,Yes,Electronic check,24.7,0.0,7,No,76,Yes,No Offer,3,3,3872,52,0
Female,68,Yes,No,0,Challenge,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,84.85,5.3,31,Yes,3,Yes,Offer C,4,3,5603,30,0
Female,46,No,No,0,Trinidad,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,104.4,11.32,33,Yes,12,Yes,No Offer,1,1,3185,71,1
Male,60,No,Yes,1,Mendocino,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),24.0,2.71,68,Yes,0,No,Offer A,8,4,5440,57,0
Male,40,No,No,0,Hornitos,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,91.05,47.3,32,No,24,Yes,No Offer,0,4,2716,80,0
Male,31,No,No,0,Sacramento,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.0,20.16,4,No,0,No,No Offer,0,4,3022,55,0
Male,51,No,No,0,Thornton,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),100.3,9.95,64,No,2,Yes,Offer B,0,5,4986,77,0
Male,48,No,No,0,Modesto,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.75,40.35,26,No,13,Yes,No Offer,0,3,3178,64,0
Male,74,Yes,No,0,Scotts Valley,No,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Credit card (automatic),46.35,0.0,71,No,19,Yes,Offer A,9,4,5421,28,0
Male,40,No,No,0,San Diego,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,80.85,12.54,13,No,20,Yes,No Offer,0,1,5964,85,1
Female,64,No,No,0,San Diego,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),98.8,10.26,41,No,2,Yes,No Offer,0,4,5584,69,0
Male,47,No,No,0,Lompoc,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,86.55,24.76,8,Yes,2,Yes,Offer E,0,3,4193,80,1
